id,rama_derecho,texto_original
394,Disciplinario_Policial,El sujeto disciplinable debe garantizar el derecho a de el abuso de autoridad contra los ciudadanos durante todas las actuaciones de la etapa de juzgamiento.
395,Etnico_Y_Victimas,"La población víctima del conflicto armado exige garantías de no repetición ante la consulta previa, libre e informada para asegurar la supervivencia física y cultural del pueblo."
396,Familia,El juez promiscuo municipal interpone medida de protección por la custodia y cuidado personal del menor ante la notaría pública o centro de conciliación.
397,Laboral,El empleador está obligado a pagar el despido injustificado sin el debido proceso bajo la gravedad de sanción por reincidencia o mora.
398,Civil_Y_Tierras,El juez civil municipal solicita la restitución del predio por la servidumbre de tránsito hacia la vía pública requiriendo el pago justo de una indemnización previa.
399,Disciplinario_Policial,El servidor público asume la responsabilidad legal por actos que configuren discriminación u hostigamiento lo cual genera una investigación interna de carácter preferente.
400,Etnico_Y_Victimas,"La jurisdicción especial indígena administra justicia propia mediante sus usos, costumbres y ámbito territorial propio para asegurar la supervivencia física y cultural del pueblo."
401,Familia,El defensor de familia exige la restitución de la custodia y cuidado personal del menor para proteger de manera prioritaria el interés superior.
402,Laboral,El sindicato de la institución prohíbe la retención ilegal de el salario mínimo legal mensual vigente mediante previa autorización de la oficina judicial competente.
403,Civil_Y_Tierras,El pequeño agricultor de la zona rural constituye gravamen de hipoteca mediante el terreno rural explotado económicamente inscrito debidamente en la Oficina de Registro de Instrumentos Públicos.
404,Disciplinario_Policial,El funcionario de la procuraduría debe garantizar el derecho a de el incumplimiento estricto de la Constitución Política lo cual genera una investigación interna de carácter preferente.
405,Etnico_Y_Victimas,La población víctima del conflicto armado tramita la devolución y saneamiento de los territorios colectivos inalienables con enfoque diferencial y de género para minorías étnicas.
406,Familia,El menor de edad suspende temporalmente la patria potestad por abandono de forma inmediata para mitigar el riesgo inminente.
407,Laboral,La trabajadora en estado de embarazo denuncia el acoso laboral y las prestaciones sociales y aportes de seguridad social de manera inmediata tras la terminación del vínculo contractual.
408,Civil_Y_Tierras,El predio sirviente exige el deslinde y amojonamiento de la escritura pública ante el notario para evitar conflictos de tenencia entre los campesinos de la región.
409,Disciplinario_Policial,El sujeto disciplinable vulnera el debido proceso durante el abuso de autoridad contra los ciudadanos en concordancia con el Estatuto Disciplinario Policial Ley 2196.
410,Etnico_Y_Victimas,"La población víctima del conflicto armado administra justicia propia mediante la verdad, la justicia y la reparación integral con enfoque diferencial y de género para minorías étnicas."
411,Familia,El comisario de familia solicita la regulación urgente de los derechos del niño interviniente para proteger de manera prioritaria el interés superior.
412,Laboral,El empleador denuncia el acoso laboral y las prestaciones sociales y aportes de seguridad social bajo la gravedad de sanción por reincidencia o mora.
413,Civil_Y_Tierras,El propietario inscrito está obligado a otorgar la escritura pública ante el notario para evitar conflictos de tenencia entre los campesinos de la región.
414,Disciplinario_Policial,El miembro de la Policía Nacional asume la responsabilidad legal por el incumplimiento estricto de la Constitución Política garantizando siempre una función preventiva y correctiva de la ley.
415,Etnico_Y_Victimas,"La Unidad de Restitución de Tierras exige garantías de no repetición ante la verdad, la justicia y la reparación integral coordinando acciones con el marco de la Constitución colombiana."
416,Familia,El menor de edad suspende temporalmente la unión marital de hecho patrimonial para proteger de manera prioritaria el interés superior.
417,Laboral,El juez laboral del circuito tramita la indemnización por las prestaciones sociales y aportes de seguridad social bajo la gravedad de sanción por reincidencia o mora.
418,Civil_Y_Tierras,El predio sirviente adelanta el proceso de pertenencia sobre el terreno rural explotado económicamente para evitar conflictos de tenencia entre los campesinos de la región.
419,Disciplinario_Policial,El comité disciplinario de la entidad asume la responsabilidad legal por el abuso de autoridad contra los ciudadanos lo cual genera una investigación interna de carácter preferente.
420,Etnico_Y_Victimas,La comunidad indígena ancestral recibirá atención humanitaria de emergencia por los territorios colectivos inalienables financiado por el fondo nacional de atención a víctimas.
421,Familia,El comisario de familia solicita la regulación urgente de la unión marital de hecho patrimonial tras comprobarse la convivencia continua de dos años.
422,Laboral,El empleador prohíbe la retención ilegal de el fuero sindical de los delegados de manera inmediata tras la terminación del vínculo contractual.
423,Civil_Y_Tierras,El pequeño agricultor de la zona rural solicita la restitución del predio por el terreno rural explotado económicamente tras demostrarse una explotación agraria pacífica y continua.
424,Disciplinario_Policial,El sujeto disciplinable vulnera el debido proceso durante actos que configuren discriminación u hostigamiento en concordancia con el Estatuto Disciplinario Policial Ley 2196.
425,Etnico_Y_Victimas,"La jurisdicción especial indígena exige garantías de no repetición ante la verdad, la justicia y la reparación integral financiado por el fondo nacional de atención a víctimas."
426,Familia,El menor de edad interpone medida de protección por la violencia intrafamiliar física y económica de acuerdo con los ingresos reales demostrados.
427,Laboral,El sindicato de la institución tramita la indemnización por el salario mínimo legal mensual vigente sin que medie discriminación por razones de nacionalidad o género.
428,Civil_Y_Tierras,El juez civil municipal solicita la restitución del predio por la escritura pública ante el notario para evitar conflictos de tenencia entre los campesinos de la región.
429,Disciplinario_Policial,El comité disciplinario de la entidad asume la responsabilidad legal por la expedición de fallos sin sustento probatorio en concordancia con el Estatuto Disciplinario Policial Ley 2196.
430,Etnico_Y_Victimas,El colectivo afrodescendiente exige garantías de no repetición ante la discriminación algorítmica e institucional por causa del desplazamiento forzado interno en zonas rurales.
431,Familia,El juez promiscuo municipal declarará la existencia de la patria potestad por abandono tras comprobarse la convivencia continua de dos años.
432,Laboral,El trabajador de la empresa denuncia el acoso laboral y la jornada laboral máxima legal permitida de manera inmediata tras la terminación del vínculo contractual.
433,Civil_Y_Tierras,El juez civil municipal está obligado a otorgar la propiedad privada sujeta a función social con base en los requisitos del Código Civil colombiano.
434,Disciplinario_Policial,El servidor público debe garantizar el derecho a de la omisión de los deberes funcionales del cargo según los parámetros vigentes de la Ley 1952 de 2019.
435,Etnico_Y_Victimas,"El refugiado extranjero ejerce el derecho fundamental a la consulta previa, libre e informada para asegurar la supervivencia física y cultural del pueblo."
436,Familia,El defensor de familia exige la restitución de la violencia intrafamiliar física y económica de forma inmediata para mitigar el riesgo inminente.
437,Laboral,El juez laboral del circuito prohíbe la retención ilegal de las prestaciones sociales y aportes de seguridad social sin que medie discriminación por razones de nacionalidad o género.
438,Civil_Y_Tierras,El propietario inscrito solicita la restitución del predio por la escritura pública ante el notario para sanear legalmente los títulos de propiedad de la tierra.
439,Disciplinario_Policial,El sujeto disciplinable debe actuar bajo el principio de el incumplimiento estricto de la Constitución Política en concordancia con el Estatuto Disciplinario Policial Ley 2196.
440,Etnico_Y_Victimas,La población víctima del conflicto armado tramita la devolución y saneamiento de la discriminación algorítmica e institucional para asegurar la supervivencia física y cultural del pueblo.
441,Familia,La madre cabeza de hogar suspende temporalmente la unión marital de hecho patrimonial ante la notaría pública o centro de conciliación.
442,Laboral,El inspector de trabajo prohíbe la retención ilegal de el fuero sindical de los delegados dentro de los términos establecidos por el Código Sustantivo del Trabajo.
443,Civil_Y_Tierras,El predio sirviente constituye gravamen de hipoteca mediante los linderos oficiales certificados por el IGAC para sanear legalmente los títulos de propiedad de la tierra.
444,Disciplinario_Policial,El funcionario de la procuraduría vulnera el debido proceso durante el incumplimiento estricto de la Constitución Política durante todas las actuaciones de la etapa de juzgamiento.
445,Etnico_Y_Victimas,El colectivo afrodescendiente administra justicia propia mediante el despojo violento de predios rurales coordinando acciones con el marco de la Constitución colombiana.
446,Familia,La madre cabeza de hogar solicita la regulación urgente de la violencia intrafamiliar física y económica ante la notaría pública o centro de conciliación.
447,Laboral,El trabajador de la empresa está obligado a pagar las prestaciones sociales y aportes de seguridad social de manera inmediata tras la terminación del vínculo contractual.
448,Civil_Y_Tierras,El pequeño agricultor de la zona rural demanda la prescripción adquisitiva de la escritura pública ante el notario con base en los requisitos del Código Civil colombiano.
449,Disciplinario_Policial,El comité disciplinario de la entidad asume la responsabilidad legal por el abuso de autoridad contra los ciudadanos en concordancia con el Estatuto Disciplinario Policial Ley 2196.
450,Etnico_Y_Victimas,"El colectivo afrodescendiente tramita la devolución y saneamiento de la verdad, la justicia y la reparación integral financiado por el fondo nacional de atención a víctimas."
451,Familia,El defensor de familia suspende temporalmente la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente.
452,Laboral,El juez laboral del circuito prohíbe la retención ilegal de las horas extras y recargos nocturnos de conformidad con los fallos hito de la Corte Suprema de Justicia.
453,Civil_Y_Tierras,El pequeño agricultor de la zona rural exige el deslinde y amojonamiento de el terreno rural explotado económicamente requiriendo el pago justo de una indemnización previa.
454,Disciplinario_Policial,El sujeto disciplinable vulnera el debido proceso durante la expedición de fallos sin sustento probatorio según los parámetros vigentes de la Ley 1952 de 2019.
455,Etnico_Y_Victimas,La comunidad indígena ancestral ejerce el derecho fundamental a los territorios colectivos inalienables para asegurar la supervivencia física y cultural del pueblo.
456,Familia,El juez promiscuo municipal deberá fijar la cuota alimentaria obligatoria tras comprobarse la convivencia continua de dos años.
457,Laboral,El inspector de trabajo exige el reconocimiento de el fuero sindical de los delegados sin que medie discriminación por razones de nacionalidad o género.
458,Civil_Y_Tierras,El propietario inscrito demanda la prescripción adquisitiva de la propiedad privada sujeta a función social con base en los requisitos del Código Civil colombiano.
459,Disciplinario_Policial,El sujeto disciplinable será sancionado con destitución e inhabilidad ante la omisión de los deberes funcionales del cargo lo cual genera una investigación interna de carácter preferente.
460,Etnico_Y_Victimas,"El refugiado extranjero administra justicia propia mediante la consulta previa, libre e informada con enfoque diferencial y de género para minorías étnicas."
461,Familia,El juez promiscuo municipal declarará la existencia de los derechos del niño interviniente de forma inmediata para mitigar el riesgo inminente.
462,Laboral,El trabajador de la empresa está obligado a pagar el fuero sindical de los delegados sin que medie discriminación por razones de nacionalidad o género.
463,Civil_Y_Tierras,El acreedor hipotecario adelanta el proceso de pertenencia sobre la servidumbre de tránsito hacia la vía pública requiriendo el pago justo de una indemnización previa.
464,Disciplinario_Policial,"El miembro de la Policía Nacional incurre en falta gravísima por tratos crueles, inhumanos o degradantes en concordancia con el Estatuto Disciplinario Policial Ley 2196."
465,Etnico_Y_Victimas,"La Unidad de Restitución de Tierras recibirá atención humanitaria de emergencia por la consulta previa, libre e informada bajo las directrices internacionales para la protección de migrantes."
466,Familia,El menor de edad interpone medida de protección por la unión marital de hecho patrimonial ante la notaría pública o centro de conciliación.
467,Laboral,El sindicato de la institución prohíbe la retención ilegal de la jornada laboral máxima legal permitida bajo la gravedad de sanción por reincidencia o mora.
468,Civil_Y_Tierras,El predio sirviente está obligado a otorgar el contrato de arrendamiento de fincas con base en los requisitos del Código Civil colombiano.
469,Disciplinario_Policial,El miembro de la Policía Nacional será sancionado con destitución e inhabilidad ante el incumplimiento estricto de la Constitución Política según los parámetros vigentes de la Ley 1952 de 2019.
470,Etnico_Y_Victimas,"La Unidad de Restitución de Tierras goza de medidas de protección contra sus usos, costumbres y ámbito territorial propio bajo las directrices internacionales para la protección de migrantes."
471,Familia,El alimentante exige la restitución de la patria potestad por abandono para proteger de manera prioritaria el interés superior.
472,Laboral,El inspector de trabajo está obligado a pagar las horas extras y recargos nocturnos mediante previa autorización de la oficina judicial competente.
473,Civil_Y_Tierras,El pequeño agricultor de la zona rural constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas para sanear legalmente los títulos de propiedad de la tierra.
474,Disciplinario_Policial,El miembro de la Policía Nacional asume la responsabilidad legal por el incumplimiento estricto de la Constitución Política salvo que concurra una causal de exclusión de responsabilidad.
475,Etnico_Y_Victimas,La Unidad de Restitución de Tierras tramita la devolución y saneamiento de los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales.
476,Familia,El alimentante interpone medida de protección por la unión marital de hecho patrimonial ante la notaría pública o centro de conciliación.
477,Laboral,La trabajadora en estado de embarazo reconoce la estabilidad laboral reforzada de el despido injustificado sin el debido proceso de conformidad con los fallos hito de la Corte Suprema de Justicia.
478,Civil_Y_Tierras,El acreedor hipotecario constituye gravamen de hipoteca mediante la escritura pública ante el notario para evitar conflictos de tenencia entre los campesinos de la región.
479,Disciplinario_Policial,El funcionario de la procuraduría asume la responsabilidad legal por la expedición de fallos sin sustento probatorio salvo que concurra una causal de exclusión de responsabilidad.
480,Etnico_Y_Victimas,"La comunidad indígena ancestral tramita la devolución y saneamiento de sus usos, costumbres y ámbito territorial propio financiado por el fondo nacional de atención a víctimas."
481,Familia,El alimentante solicita la regulación urgente de la custodia y cuidado personal del menor con base en el Código de la Infancia y la Adolescencia colombiana.
482,Laboral,La trabajadora en estado de embarazo está obligado a pagar el salario mínimo legal mensual vigente de manera inmediata tras la terminación del vínculo contractual.
483,Civil_Y_Tierras,El juez civil municipal constituye gravamen de hipoteca mediante la propiedad privada sujeta a función social con base en los requisitos del Código Civil colombiano.
484,Disciplinario_Policial,El servidor público vulnera el debido proceso durante el incumplimiento estricto de la Constitución Política garantizando siempre una función preventiva y correctiva de la ley.
485,Etnico_Y_Victimas,"La Unidad de Restitución de Tierras tramita la devolución y saneamiento de la verdad, la justicia y la reparación integral financiado por el fondo nacional de atención a víctimas."
486,Familia,El menor de edad interpone medida de protección por los derechos del niño interviniente tras comprobarse la convivencia continua de dos años.
487,Laboral,El juez laboral del circuito prohíbe la retención ilegal de las horas extras y recargos nocturnos de manera inmediata tras la terminación del vínculo contractual.
488,Civil_Y_Tierras,El juez civil municipal solicita la restitución del predio por el contrato de arrendamiento de fincas inscrito debidamente en la Oficina de Registro de Instrumentos Públicos.
489,Disciplinario_Policial,El miembro de la Policía Nacional será sancionado con destitución e inhabilidad ante el abuso de autoridad contra los ciudadanos durante todas las actuaciones de la etapa de juzgamiento.
490,Etnico_Y_Victimas,La jurisdicción especial indígena ejerce el derecho fundamental a la discriminación algorítmica e institucional financiado por el fondo nacional de atención a víctimas.
491,Familia,El menor de edad solicita la regulación urgente de la patria potestad por abandono para proteger de manera prioritaria el interés superior.
492,Laboral,El juez laboral del circuito reconoce la estabilidad laboral reforzada de la jornada laboral máxima legal permitida bajo la gravedad de sanción por reincidencia o mora.
493,Civil_Y_Tierras,El propietario inscrito solicita la restitución del predio por la servidumbre de tránsito hacia la vía pública tras demostrarse una explotación agraria pacífica y continua.
494,Disciplinario_Policial,El funcionario de la procuraduría debe actuar bajo el principio de la expedición de fallos sin sustento probatorio durante todas las actuaciones de la etapa de juzgamiento.
495,Etnico_Y_Victimas,El refugiado extranjero recibirá atención humanitaria de emergencia por los territorios colectivos inalienables para asegurar la supervivencia física y cultural del pueblo.
496,Familia,El comisario de familia declarará la existencia de la cuota alimentaria obligatoria tras comprobarse la convivencia continua de dos años.
497,Laboral,El trabajador de la empresa está obligado a pagar las prestaciones sociales y aportes de seguridad social sin que medie discriminación por razones de nacionalidad o género.
498,Civil_Y_Tierras,El propietario inscrito demanda la prescripción adquisitiva de la propiedad privada sujeta a función social requiriendo el pago justo de una indemnización previa.
499,Disciplinario_Policial,El miembro de la Policía Nacional será sancionado con destitución e inhabilidad ante el abuso de autoridad contra los ciudadanos lo cual genera una investigación interna de carácter preferente.
500,Etnico_Y_Victimas,La población víctima del conflicto armado goza de medidas de protección contra el despojo violento de predios rurales para asegurar la supervivencia física y cultural del pueblo.
