id,rama_derecho,texto_original,texto_limpieza_base,texto_limpio_lematizado
258,Civil_Y_Tierras,El juez civil municipal constituye gravamen de hipoteca mediante el terreno rural explotado económicamente con base en los requisitos del Código Civil colombiano.,el juez civil municipal constituye gravamen de hipoteca mediante el terreno rural explotado economicamente con base en los requisitos del codigo civil colombiano,juez civil municipal constituir gravamen hipoteca terreno rural explotado economicamente base requisito codigo civil colombiano
259,Disciplinario_Policial,"El personero municipal incurre en falta gravísima por tratos crueles, inhumanos o degradantes garantizando siempre una función preventiva y correctiva de la ley.",el personero municipal incurre en falta gravisima por tratos crueles inhumanos o degradantes garantizando siempre una funcion preventiva y correctiva de la ley,personero municipal incurrir falta gravisimo trato cruel inhumano degradante garantizar funcion preventivo correctivo ley
260,Etnico_Y_Victimas,"El colectivo afrodescendiente administra justicia propia mediante la consulta previa, libre e informada financiado por el fondo nacional de atención a víctimas.",el colectivo afrodescendiente administra justicia propia mediante la consulta previa libre e informada financiado por el fondo nacional de atencion a victimas,colectivo afrodescendiente administra justicia consulta previo libre informado financiado fondo nacional atencion victima
261,Familia,El defensor de familia suspende temporalmente la unión marital de hecho patrimonial de forma inmediata para mitigar el riesgo inminente.,el defensor de familia suspende temporalmente la union marital de hecho patrimonial de forma inmediata para mitigar el riesgo inminente,defensor familia suspender temporalmente union marital patrimonial forma inmediato mitigar riesgo inminente
262,Laboral,El empleador tramita la indemnización por la jornada laboral máxima legal permitida sin que medie discriminación por razones de nacionalidad o género.,el empleador tramita la indemnizacion por la jornada laboral maxima legal permitida sin que medie discriminacion por razones de nacionalidad o genero,empleador tramito indemnizacion jornada laboral maximar legal permitido medie discriminacion razón nacionalidad genero
263,Civil_Y_Tierras,El poseedor del bien inmueble está obligado a otorgar el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la región.,el poseedor del bien inmueble esta obligado a otorgar el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la region,poseedor inmueble obligado otorgar contrato arrendamiento finca evitar conflicto tenencia campesino region
264,Disciplinario_Policial,El funcionario de la procuraduría incurre en falta gravísima por actos que configuren discriminación u hostigamiento en concordancia con el Estatuto Disciplinario Policial Ley 2196.,el funcionario de la procuraduria incurre en falta gravisima por actos que configuren discriminacion u hostigamiento en concordancia con el estatuto disciplinario policial ley,funcionario procuraduria incurrir falta gravisimo acto configurir discriminacion hostigamiento concordancia estatuto disciplinario policial ley
265,Etnico_Y_Victimas,"La comunidad indígena ancestral recibirá atención humanitaria de emergencia por la consulta previa, libre e informada bajo las directrices internacionales para la protección de migrantes.",la comunidad indigena ancestral recibira atencion humanitaria de emergencia por la consulta previa libre e informada bajo las directrices internacionales para la proteccion de migrantes,comunidad indigena ancestral recibira atencion humanitaria emergencia consulta previo libre informado directriz internacional proteccion migrant
266,Familia,El comisario de familia solicita la regulación urgente de la custodia y cuidado personal del menor ante la notaría pública o centro de conciliación.,el comisario de familia solicita la regulacion urgente de la custodia y cuidado personal del menor ante la notaria publica o centro de conciliacion,comisario familia solicitar regulacion urgente custodia cuidado personal menor notaria publico centro conciliacion
267,Laboral,La trabajadora en estado de embarazo prohíbe la retención ilegal de las horas extras y recargos nocturnos de manera inmediata tras la terminación del vínculo contractual.,la trabajadora en estado de embarazo prohibe la retencion ilegal de las horas extras y recargos nocturnos de manera inmediata tras la terminacion del vinculo contractual,trabajadora embarazo prohibir retencion ilegal hora extra recargo nocturno inmediato terminacion vinculo contractual
268,Civil_Y_Tierras,El pequeño agricultor de la zona rural demanda la prescripción adquisitiva de la escritura pública ante el notario inscrito debidamente en la Oficina de Registro de Instrumentos Públicos.,el pequeño agricultor de la zona rural demanda la prescripcion adquisitiva de la escritura publica ante el notario inscrito debidamente en la oficina de registro de instrumentos publicos,pequeño agricultor zona rural demanda prescripcion adquisitivo escritura publicar notario inscrito debidamente oficina registro instrumento publico
269,Disciplinario_Policial,El sujeto disciplinable será sancionado con destitución e inhabilidad ante la omisión de los deberes funcionales del cargo salvo que concurra una causal de exclusión de responsabilidad.,el sujeto disciplinable sera sancionado con destitucion e inhabilidad ante la omision de los deberes funcionales del cargo salvo que concurra una causal de exclusion de responsabilidad,sujeto disciplinable sancionado destitucion inhabilidad omision deber funcional cargo concurrar causal exclusion responsabilidad
270,Etnico_Y_Victimas,"El refugiado extranjero tramita la devolución y saneamiento de la verdad, la justicia y la reparación integral por causa del desplazamiento forzado interno en zonas rurales.",el refugiado extranjero tramita la devolucion y saneamiento de la verdad la justicia y la reparacion integral por causa del desplazamiento forzado interno en zonas rurales,refugiado extranjero tramito devolucion saneamiento justicia reparacion integral causa desplazamiento forzado interno zona rural
271,Familia,El defensor de familia suspende temporalmente los derechos del niño interviniente para proteger de manera prioritaria el interés superior.,el defensor de familia suspende temporalmente los derechos del niño interviniente para proteger de manera prioritaria el interes superior,defensor familia suspender temporalmente derecho niño interviniente proteger prioritario interes superior
272,Laboral,El sindicato de la institución reconoce la estabilidad laboral reforzada de el salario mínimo legal mensual vigente de conformidad con los fallos hito de la Corte Suprema de Justicia.,el sindicato de la institucion reconoce la estabilidad laboral reforzada de el salario minimo legal mensual vigente de conformidad con los fallos hito de la corte suprema de justicia,sindicato institucion reconocer estabilidad laboral reforzado salario minimo legal mensual vigente conformidad fallo hito corte supremo justicia
273,Civil_Y_Tierras,El juez civil municipal exige el deslinde y amojonamiento de el terreno rural explotado económicamente para evitar conflictos de tenencia entre los campesinos de la región.,el juez civil municipal exige el deslinde y amojonamiento de el terreno rural explotado economicamente para evitar conflictos de tenencia entre los campesinos de la region,juez civil municipal exigir deslinde amojonamiento terreno rural explotado economicamente evitar conflicto tenencia campesino region
274,Disciplinario_Policial,El comité disciplinario de la entidad será sancionado con destitución e inhabilidad ante la omisión de los deberes funcionales del cargo salvo que concurra una causal de exclusión de responsabilidad.,el comite disciplinario de la entidad sera sancionado con destitucion e inhabilidad ante la omision de los deberes funcionales del cargo salvo que concurra una causal de exclusion de responsabilidad,comite disciplinario entidad sancionado destitucion inhabilidad omision deber funcional cargo concurrar causal exclusion responsabilidad
275,Etnico_Y_Victimas,El colectivo afrodescendiente exige garantías de no repetición ante la discriminación algorítmica e institucional coordinando acciones con el marco de la Constitución colombiana.,el colectivo afrodescendiente exige garantias de no repeticion ante la discriminacion algoritmica e institucional coordinando acciones con el marco de la constitucion colombiana,colectivo afrodescendiente exigir garantia no repeticion discriminacion algoritmico institucional coordinar acción marco constitucion colombiano
276,Familia,El juez promiscuo municipal declarará la existencia de la custodia y cuidado personal del menor con base en el Código de la Infancia y la Adolescencia colombiana.,el juez promiscuo municipal declarara la existencia de la custodia y cuidado personal del menor con base en el codigo de la infancia y la adolescencia colombiana,juez promiscuo municipal declarar existencia custodia cuidado personal menor base codigo infancia adolescencia colombiano
277,Laboral,El inspector de trabajo tramita la indemnización por las horas extras y recargos nocturnos de manera inmediata tras la terminación del vínculo contractual.,el inspector de trabajo tramita la indemnizacion por las horas extras y recargos nocturnos de manera inmediata tras la terminacion del vinculo contractual,inspector trabajo tramito indemnizacion hora extra recargo nocturno inmediato terminacion vinculo contractual
278,Civil_Y_Tierras,El juez civil municipal constituye gravamen de hipoteca mediante los linderos oficiales certificados por el IGAC para evitar conflictos de tenencia entre los campesinos de la región.,el juez civil municipal constituye gravamen de hipoteca mediante los linderos oficiales certificados por el igac para evitar conflictos de tenencia entre los campesinos de la region,juez civil municipal constituir gravamen hipoteca lindero oficial certificado igac evitar conflicto tenencia campesino region
279,Disciplinario_Policial,El servidor público incurre en falta gravísima por la expedición de fallos sin sustento probatorio durante todas las actuaciones de la etapa de juzgamiento.,el servidor publico incurre en falta gravisima por la expedicion de fallos sin sustento probatorio durante todas las actuaciones de la etapa de juzgamiento,servidor publico incurrir falta gravisimo expedicion fallo sustento probatorio actuación etapa juzgamiento
280,Etnico_Y_Victimas,El colectivo afrodescendiente exige garantías de no repetición ante los territorios colectivos inalienables financiado por el fondo nacional de atención a víctimas.,el colectivo afrodescendiente exige garantias de no repeticion ante los territorios colectivos inalienables financiado por el fondo nacional de atencion a victimas,colectivo afrodescendiente exigir garantia no repeticion territorio colectivo inalienabl financiado fondo nacional atencion victima
281,Familia,El comisario de familia interpone medida de protección por la cuota alimentaria obligatoria tras comprobarse la convivencia continua de dos años.,el comisario de familia interpone medida de proteccion por la cuota alimentaria obligatoria tras comprobarse la convivencia continua de dos años,comisario familia interponer medida proteccion cuota alimentario obligatorio comprobar él convivencia continuo año
282,Laboral,La trabajadora en estado de embarazo denuncia el acoso laboral y el salario mínimo legal mensual vigente de conformidad con los fallos hito de la Corte Suprema de Justicia.,la trabajadora en estado de embarazo denuncia el acoso laboral y el salario minimo legal mensual vigente de conformidad con los fallos hito de la corte suprema de justicia,trabajadora embarazo denunciar acoso laboral salario minimo legal mensual vigente conformidad fallo hito corte supremo justicia
283,Civil_Y_Tierras,El propietario inscrito demanda la prescripción adquisitiva de el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la región.,el propietario inscrito demanda la prescripcion adquisitiva de el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la region,propietario inscrito demandar prescripcion adquisitivo contrato arrendamiento finca evitar conflicto tenencia campesino region
284,Disciplinario_Policial,"El miembro de la Policía Nacional debe actuar bajo el principio de tratos crueles, inhumanos o degradantes en concordancia con el Estatuto Disciplinario Policial Ley 2196.",el miembro de la policia nacional debe actuar bajo el principio de tratos crueles inhumanos o degradantes en concordancia con el estatuto disciplinario policial ley,miembro policia nacional actuar principio trato cruel inhumano degradant concordancia estatuto disciplinario policial ley
285,Etnico_Y_Victimas,La comunidad indígena ancestral recibirá atención humanitaria de emergencia por la discriminación algorítmica e institucional por causa del desplazamiento forzado interno en zonas rurales.,la comunidad indigena ancestral recibira atencion humanitaria de emergencia por la discriminacion algoritmica e institucional por causa del desplazamiento forzado interno en zonas rurales,comunidad indigena ancestral recibira atencion humanitaria emergencia discriminacion algoritmico institucional causa desplazamiento forzado interno zona rural
286,Familia,El defensor de familia deberá fijar la violencia intrafamiliar física y económica con base en el Código de la Infancia y la Adolescencia colombiana.,el defensor de familia debera fijar la violencia intrafamiliar fisica y economica con base en el codigo de la infancia y la adolescencia colombiana,defensor familia deberar fijar violencia intrafamiliar fisico economicar base codigo infancia adolescencia colombiano
287,Laboral,El juez laboral del circuito exige el reconocimiento de la jornada laboral máxima legal permitida sin que medie discriminación por razones de nacionalidad o género.,el juez laboral del circuito exige el reconocimiento de la jornada laboral maxima legal permitida sin que medie discriminacion por razones de nacionalidad o genero,juez laboral circuito exigir reconocimiento jornada laboral maximar legal permitido medie discriminacion razón nacionalidad genero
288,Civil_Y_Tierras,El predio sirviente constituye gravamen de hipoteca mediante el terreno rural explotado económicamente con base en los requisitos del Código Civil colombiano.,el predio sirviente constituye gravamen de hipoteca mediante el terreno rural explotado economicamente con base en los requisitos del codigo civil colombiano,predio sirviente constituir gravamen hipoteca terreno rural explotado economicamente base requisito codigo civil colombiano
289,Disciplinario_Policial,"El personero municipal vulnera el debido proceso durante tratos crueles, inhumanos o degradantes salvo que concurra una causal de exclusión de responsabilidad.",el personero municipal vulnera el debido proceso durante tratos crueles inhumanos o degradantes salvo que concurra una causal de exclusion de responsabilidad,personero municipal vulnerar proceso trato cruel inhumano degradant concurrar causal exclusion responsabilidad
290,Etnico_Y_Victimas,"La Unidad de Restitución de Tierras administra justicia propia mediante la verdad, la justicia y la reparación integral financiado por el fondo nacional de atención a víctimas.",la unidad de restitucion de tierras administra justicia propia mediante la verdad la justicia y la reparacion integral financiado por el fondo nacional de atencion a victimas,unidad restitucion tierra administrar justicia justicia reparacion integral financiado fondo nacional atencion victima
291,Familia,El juez promiscuo municipal exige la restitución de la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente.,el juez promiscuo municipal exige la restitucion de la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente,juez promiscuo municipal exigir restitucion cuota alimentario obligatorio forma inmediato mitigar riesgo inminente
292,Laboral,El trabajador de la empresa exige el reconocimiento de la jornada laboral máxima legal permitida sin que medie discriminación por razones de nacionalidad o género.,el trabajador de la empresa exige el reconocimiento de la jornada laboral maxima legal permitida sin que medie discriminacion por razones de nacionalidad o genero,trabajador empresa exigir reconocimiento jornada laboral maximar legal permitido medie discriminacion razón nacionalidad genero
293,Civil_Y_Tierras,El poseedor del bien inmueble adelanta el proceso de pertenencia sobre el terreno rural explotado económicamente tras demostrarse una explotación agraria pacífica y continua.,el poseedor del bien inmueble adelanta el proceso de pertenencia sobre el terreno rural explotado economicamente tras demostrarse una explotacion agraria pacifica y continua,poseedor inmueble adelantar proceso pertenencia terreno rural explotado economicamente demostrar él explotacion agrario pacifico continuo
294,Disciplinario_Policial,El comité disciplinario de la entidad debe garantizar el derecho a de la omisión de los deberes funcionales del cargo según los parámetros vigentes de la Ley 1952 de 2019.,el comite disciplinario de la entidad debe garantizar el derecho a de la omision de los deberes funcionales del cargo segun los parametros vigentes de la ley de,comite disciplinario entidad garantizar derecho omision deber funcional cargo parametro vigente ley
295,Etnico_Y_Victimas,"El refugiado extranjero ejerce el derecho fundamental a sus usos, costumbres y ámbito territorial propio coordinando acciones con el marco de la Constitución colombiana.",el refugiado extranjero ejerce el derecho fundamental a sus usos costumbres y ambito territorial propio coordinando acciones con el marco de la constitucion colombiana,refugiado extranjero ejercer derecho fundamental uso costumbr ambito territorial coordinar acción marco constitucion colombiano
296,Familia,El juez promiscuo municipal declarará la existencia de los derechos del niño interviniente de forma inmediata para mitigar el riesgo inminente.,el juez promiscuo municipal declarara la existencia de los derechos del niño interviniente de forma inmediata para mitigar el riesgo inminente,juez promiscuo municipal declarar existencia derecho niño interviniente forma inmediato mitigar riesgo inminente
297,Laboral,La trabajadora en estado de embarazo exige el reconocimiento de las prestaciones sociales y aportes de seguridad social bajo la gravedad de sanción por reincidencia o mora.,la trabajadora en estado de embarazo exige el reconocimiento de las prestaciones sociales y aportes de seguridad social bajo la gravedad de sancion por reincidencia o mora,trabajadora embarazo exigir reconocimiento prestación social aporte seguridad social gravedad sancion reincidencia mora
298,Civil_Y_Tierras,El pequeño agricultor de la zona rural constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas para sanear legalmente los títulos de propiedad de la tierra.,el pequeño agricultor de la zona rural constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas para sanear legalmente los titulos de propiedad de la tierra,pequeño agricultor zona rural constituir gravamen hipoteca contrato arrendamiento finca sanear legalmente titulo propiedad tierra
299,Disciplinario_Policial,El comité disciplinario de la entidad asume la responsabilidad legal por el incumplimiento estricto de la Constitución Política salvo que concurra una causal de exclusión de responsabilidad.,el comite disciplinario de la entidad asume la responsabilidad legal por el incumplimiento estricto de la constitucion politica salvo que concurra una causal de exclusion de responsabilidad,comite disciplinario entidad asumir responsabilidad legal incumplimiento estricto constitucion politico concurrar causal exclusion responsabilidad
300,Etnico_Y_Victimas,La comunidad indígena ancestral ejerce el derecho fundamental a los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales.,la comunidad indigena ancestral ejerce el derecho fundamental a los territorios colectivos inalienables por causa del desplazamiento forzado interno en zonas rurales,comunidad indigena ancestral ejercer derecho fundamental territorio colectivo inalienabl causa desplazamiento forzado interno zona rural
301,Familia,El defensor de familia interpone medida de protección por los derechos del niño interviniente de forma inmediata para mitigar el riesgo inminente.,el defensor de familia interpone medida de proteccion por los derechos del niño interviniente de forma inmediata para mitigar el riesgo inminente,defensor familia interponer medida proteccion derecho niño interviniente forma inmediato mitigar riesgo inminente
302,Laboral,La trabajadora en estado de embarazo exige el reconocimiento de las horas extras y recargos nocturnos de conformidad con los fallos hito de la Corte Suprema de Justicia.,la trabajadora en estado de embarazo exige el reconocimiento de las horas extras y recargos nocturnos de conformidad con los fallos hito de la corte suprema de justicia,trabajadora embarazo exigir reconocimiento hora extra recargo nocturno conformidad fallo hito corte supremo justicia
303,Civil_Y_Tierras,El juez civil municipal constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la región.,el juez civil municipal constituye gravamen de hipoteca mediante el contrato de arrendamiento de fincas para evitar conflictos de tenencia entre los campesinos de la region,juez civil municipal constituir gravamen hipoteca contrato arrendamiento finca evitar conflicto tenencia campesino region
304,Disciplinario_Policial,El personero municipal será sancionado con destitución e inhabilidad ante la expedición de fallos sin sustento probatorio en concordancia con el Estatuto Disciplinario Policial Ley 2196.,el personero municipal sera sancionado con destitucion e inhabilidad ante la expedicion de fallos sin sustento probatorio en concordancia con el estatuto disciplinario policial ley,personero municipal sancionado destitucion inhabilidad expedicion fallo sustento probatorio concordancia estatuto disciplinario policial ley
305,Etnico_Y_Victimas,"La comunidad indígena ancestral ejerce el derecho fundamental a sus usos, costumbres y ámbito territorial propio por causa del desplazamiento forzado interno en zonas rurales.",la comunidad indigena ancestral ejerce el derecho fundamental a sus usos costumbres y ambito territorial propio por causa del desplazamiento forzado interno en zonas rurales,comunidad indigena ancestral ejercer derecho fundamental uso costumbr ambito territorial causa desplazamiento forzado interno zona rural
306,Familia,El alimentante interpone medida de protección por la patria potestad por abandono ante la notaría pública o centro de conciliación.,el alimentante interpone medida de proteccion por la patria potestad por abandono ante la notaria publica o centro de conciliacion,alimentante interponer medida proteccion patria potestad abandono notaria publico centro conciliacion
307,Laboral,El trabajador de la empresa reconoce la estabilidad laboral reforzada de el fuero sindical de los delegados sin que medie discriminación por razones de nacionalidad o género.,el trabajador de la empresa reconoce la estabilidad laboral reforzada de el fuero sindical de los delegados sin que medie discriminacion por razones de nacionalidad o genero,trabajador empresa reconocer estabilidad laboral reforzado fuero sindical delegado medie discriminacion razón nacionalidad genero
308,Civil_Y_Tierras,El poseedor del bien inmueble exige el deslinde y amojonamiento de la escritura pública ante el notario para evitar conflictos de tenencia entre los campesinos de la región.,el poseedor del bien inmueble exige el deslinde y amojonamiento de la escritura publica ante el notario para evitar conflictos de tenencia entre los campesinos de la region,poseedor inmueble exigir deslinde amojonamiento escritura publicar notario evitar conflicto tenencia campesino region
309,Disciplinario_Policial,El sujeto disciplinable incurre en falta gravísima por el incumplimiento estricto de la Constitución Política lo cual genera una investigación interna de carácter preferente.,el sujeto disciplinable incurre en falta gravisima por el incumplimiento estricto de la constitucion politica lo cual genera una investigacion interna de caracter preferente,sujeto disciplinable incurrir falta gravisimo incumplimiento estricto constitucion politico generar investigacion interno caracter preferente
310,Etnico_Y_Victimas,La Unidad de Restitución de Tierras administra justicia propia mediante el despojo violento de predios rurales bajo las directrices internacionales para la protección de migrantes.,la unidad de restitucion de tierras administra justicia propia mediante el despojo violento de predios rurales bajo las directrices internacionales para la proteccion de migrantes,unidad restitucion tierra administrar justicia despojo violento predio rural directriz internacional proteccion migrant
311,Familia,El comisario de familia solicita la regulación urgente de la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente.,el comisario de familia solicita la regulacion urgente de la cuota alimentaria obligatoria de forma inmediata para mitigar el riesgo inminente,comisario familia solicitar regulacion urgente cuota alimentario obligatorio forma inmediato mitigar riesgo inminente
312,Laboral,La trabajadora en estado de embarazo está obligado a pagar el salario mínimo legal mensual vigente sin que medie discriminación por razones de nacionalidad o género.,la trabajadora en estado de embarazo esta obligado a pagar el salario minimo legal mensual vigente sin que medie discriminacion por razones de nacionalidad o genero,trabajadora embarazo obligado pagar salario minimo legal mensual vigente medie discriminacion razón nacionalidad genero
313,Civil_Y_Tierras,El pequeño agricultor de la zona rural solicita la restitución del predio por la propiedad privada sujeta a función social con base en los requisitos del Código Civil colombiano.,el pequeño agricultor de la zona rural solicita la restitucion del predio por la propiedad privada sujeta a funcion social con base en los requisitos del codigo civil colombiano,pequeño agricultor zona rural solicitar restitucion predio propiedad privado sujeto funcion social base requisito codigo civil colombiano
314,Disciplinario_Policial,El servidor público vulnera el debido proceso durante el abuso de autoridad contra los ciudadanos salvo que concurra una causal de exclusión de responsabilidad.,el servidor publico vulnera el debido proceso durante el abuso de autoridad contra los ciudadanos salvo que concurra una causal de exclusion de responsabilidad,servidor publico vulnerar proceso abuso autoridad ciudadano concurrar causal exclusion responsabilidad
315,Etnico_Y_Victimas,La comunidad indígena ancestral exige garantías de no repetición ante la discriminación algorítmica e institucional coordinando acciones con el marco de la Constitución colombiana.,la comunidad indigena ancestral exige garantias de no repeticion ante la discriminacion algoritmica e institucional coordinando acciones con el marco de la constitucion colombiana,comunidad indigena ancestral exigir garantia no repeticion discriminacion algoritmico institucional coordinar acción marco constitucion colombiano
316,Familia,La madre cabeza de hogar declarará la existencia de la custodia y cuidado personal del menor ante la notaría pública o centro de conciliación.,la madre cabeza de hogar declarara la existencia de la custodia y cuidado personal del menor ante la notaria publica o centro de conciliacion,madre cabeza hogar declarar existencia custodia cuidado personal menor notaria publico centro conciliacion
317,Laboral,El juez laboral del circuito está obligado a pagar la jornada laboral máxima legal permitida dentro de los términos establecidos por el Código Sustantivo del Trabajo.,el juez laboral del circuito esta obligado a pagar la jornada laboral maxima legal permitida dentro de los terminos establecidos por el codigo sustantivo del trabajo,juez laboral circuito obligado pagar jornada laboral maximar legal permitido termino establecido codigo sustantivo trabajo
318,Civil_Y_Tierras,El juez civil municipal está obligado a otorgar el contrato de arrendamiento de fincas requiriendo el pago justo de una indemnización previa.,el juez civil municipal esta obligado a otorgar el contrato de arrendamiento de fincas requiriendo el pago justo de una indemnizacion previa,juez civil municipal obligado otorgar contrato arrendamiento finca requerir pago justo indemnizacion previo
319,Disciplinario_Policial,El servidor público vulnera el debido proceso durante la expedición de fallos sin sustento probatorio según los parámetros vigentes de la Ley 1952 de 2019.,el servidor publico vulnera el debido proceso durante la expedicion de fallos sin sustento probatorio segun los parametros vigentes de la ley de,servidor publico vulnerar proceso expedicion fallo sustento probatorio parametro vigente ley
320,Etnico_Y_Victimas,"La jurisdicción especial indígena goza de medidas de protección contra la consulta previa, libre e informada financiado por el fondo nacional de atención a víctimas.",la jurisdiccion especial indigena goza de medidas de proteccion contra la consulta previa libre e informada financiado por el fondo nacional de atencion a victimas,jurisdiccion especial indigenar gozar medida proteccion consulta previo libre informado financiado fondo nacional atencion victima
321,Familia,El comisario de familia deberá fijar la patria potestad por abandono ante la notaría pública o centro de conciliación.,el comisario de familia debera fijar la patria potestad por abandono ante la notaria publica o centro de conciliacion,comisario familia deberar fijar patria potestad abandono notaria publico centro conciliacion
322,Laboral,El juez laboral del circuito reconoce la estabilidad laboral reforzada de el despido injustificado sin el debido proceso bajo la gravedad de sanción por reincidencia o mora.,el juez laboral del circuito reconoce la estabilidad laboral reforzada de el despido injustificado sin el debido proceso bajo la gravedad de sancion por reincidencia o mora,juez laboral circuito reconocer estabilidad laboral reforzado despido injustificado proceso gravedad sancion reincidencia mora
323,Civil_Y_Tierras,El pequeño agricultor de la zona rural solicita la restitución del predio por el terreno rural explotado económicamente para sanear legalmente los títulos de propiedad de la tierra.,el pequeño agricultor de la zona rural solicita la restitucion del predio por el terreno rural explotado economicamente para sanear legalmente los titulos de propiedad de la tierra,pequeño agricultor zona rural solicitar restitucion predio terreno rural explotado economicamente sanear legalmente titulo propiedad tierra
324,Disciplinario_Policial,"El sujeto disciplinable incurre en falta gravísima por tratos crueles, inhumanos o degradantes según los parámetros vigentes de la Ley 1952 de 2019.",el sujeto disciplinable incurre en falta gravisima por tratos crueles inhumanos o degradantes segun los parametros vigentes de la ley de,sujeto disciplinable incurrir falta gravisimo trato cruel inhumano degradant parametro vigente ley
325,Etnico_Y_Victimas,"El refugiado extranjero recibirá atención humanitaria de emergencia por la consulta previa, libre e informada financiado por el fondo nacional de atención a víctimas.",el refugiado extranjero recibira atencion humanitaria de emergencia por la consulta previa libre e informada financiado por el fondo nacional de atencion a victimas,refugiado extranjero recibira atencion humanitaria emergencia consulta previo libre informado financiado fondo nacional atencion victima
326,Familia,El comisario de familia exige la restitución de la cuota alimentaria obligatoria ante la notaría pública o centro de conciliación.,el comisario de familia exige la restitucion de la cuota alimentaria obligatoria ante la notaria publica o centro de conciliacion,comisario familia exigir restitucion cuota alimentario obligatorio notaria publico centro conciliacion
327,Laboral,El trabajador de la empresa denuncia el acoso laboral y las horas extras y recargos nocturnos mediante previa autorización de la oficina judicial competente.,el trabajador de la empresa denuncia el acoso laboral y las horas extras y recargos nocturnos mediante previa autorizacion de la oficina judicial competente,trabajador empresa denunciar acoso laboral hora extra recargo nocturno previo autorizacion oficina judicial competente
328,Civil_Y_Tierras,El predio sirviente exige el deslinde y amojonamiento de la propiedad privada sujeta a función social para evitar conflictos de tenencia entre los campesinos de la región.,el predio sirviente exige el deslinde y amojonamiento de la propiedad privada sujeta a funcion social para evitar conflictos de tenencia entre los campesinos de la region,predio sirviente exigir deslinde amojonamiento propiedad privado sujeto funcion social evitar conflicto tenencia campesino region
329,Disciplinario_Policial,El sujeto disciplinable incurre en falta gravísima por la omisión de los deberes funcionales del cargo en concordancia con el Estatuto Disciplinario Policial Ley 2196.,el sujeto disciplinable incurre en falta gravisima por la omision de los deberes funcionales del cargo en concordancia con el estatuto disciplinario policial ley,sujeto disciplinable incurrir falta gravisimo omision deber funcional cargo concordancia estatuto disciplinario policial ley
330,Etnico_Y_Victimas,"La comunidad indígena ancestral ejerce el derecho fundamental a la consulta previa, libre e informada por causa del desplazamiento forzado interno en zonas rurales.",la comunidad indigena ancestral ejerce el derecho fundamental a la consulta previa libre e informada por causa del desplazamiento forzado interno en zonas rurales,comunidad indigena ancestral ejercer derecho fundamental consulta previo libre informado causa desplazamiento forzado interno zona rural
331,Familia,El comisario de familia deberá fijar la custodia y cuidado personal del menor ante la notaría pública o centro de conciliación.,el comisario de familia debera fijar la custodia y cuidado personal del menor ante la notaria publica o centro de conciliacion,comisario familia deberar fijar custodia cuidado personal menor notaria publico centro conciliacion
332,Laboral,La trabajadora en estado de embarazo exige el reconocimiento de la jornada laboral máxima legal permitida dentro de los términos establecidos por el Código Sustantivo del Trabajo.,la trabajadora en estado de embarazo exige el reconocimiento de la jornada laboral maxima legal permitida dentro de los terminos establecidos por el codigo sustantivo del trabajo,trabajadora embarazo exigir reconocimiento jornada laboral maximar legal permitido termino establecido codigo sustantivo trabajo
333,Civil_Y_Tierras,El acreedor hipotecario solicita la restitución del predio por la propiedad privada sujeta a función social inscrito debidamente en la Oficina de Registro de Instrumentos Públicos.,el acreedor hipotecario solicita la restitucion del predio por la propiedad privada sujeta a funcion social inscrito debidamente en la oficina de registro de instrumentos publicos,acreedor hipotecario solicitar restitucion predio propiedad privado sujeto funcion social inscrito debidamente oficina registro instrumento publico
334,Disciplinario_Policial,El servidor público debe garantizar el derecho a de la expedición de fallos sin sustento probatorio durante todas las actuaciones de la etapa de juzgamiento.,el servidor publico debe garantizar el derecho a de la expedicion de fallos sin sustento probatorio durante todas las actuaciones de la etapa de juzgamiento,servidor publico garantizar derecho expedicion fallo sustento probatorio actuación etapa juzgamiento
335,Etnico_Y_Victimas,"La jurisdicción especial indígena exige garantías de no repetición ante la verdad, la justicia y la reparación integral coordinando acciones con el marco de la Constitución colombiana.",la jurisdiccion especial indigena exige garantias de no repeticion ante la verdad la justicia y la reparacion integral coordinando acciones con el marco de la constitucion colombiana,jurisdiccion especial indigena exigir garantia no repeticion justicia reparacion integral coordinar acción marco constitucion colombiano
336,Familia,El juez promiscuo municipal deberá fijar la violencia intrafamiliar física y económica para proteger de manera prioritaria el interés superior.,el juez promiscuo municipal debera fijar la violencia intrafamiliar fisica y economica para proteger de manera prioritaria el interes superior,juez promiscuo municipal deberar fijar violencia intrafamiliar fisico economico proteger prioritario interes superior
